time(ms),error signal,control signal,feedback signal
943,5.68434e-14,255,255
947,5.68434e-14,255,255
951,5.68434e-14,255,255
955,5.68434e-14,255,255
959,5.68434e-14,255,255
963,5.68434e-14,255,255
967,5.68434e-14,255,255
971,5.68434e-14,255,255
975,5.68434e-14,255,255
979,5.68434e-14,255,255
983,5.68434e-14,255,255
987,5.68434e-14,255,255
991,5.68434e-14,255,255
995,5.68434e-14,255,255
999,5.68434e-14,255,255
1003,5.68434e-14,255,255
1007,5.68434e-14,255,255
1011,5.68434e-14,255,255
1015,5.68434e-14,255,255
1019,5.68434e-14,255,255
1023,5.68434e-14,255,255
1027,5.68434e-14,255,255
1031,5.68434e-14,255,255
1035,5.68434e-14,255,255
1039,5.68434e-14,255,255
1043,5.68434e-14,255,255
1047,5.68434e-14,255,255
1050,5.68434e-14,255,255
1054,5.68434e-14,255,255
1058,5.68434e-14,255,255
1062,5.68434e-14,255,255
1065,5.68434e-14,255,255
1069,5.68434e-14,255,255
1073,5.68434e-14,255,255
1077,5.68434e-14,255,255
1080,5.68434e-14,255,255
1084,5.68434e-14,255,255
1088,5.68434e-14,255,255
1091,5.68434e-14,255,255
1095,5.68434e-14,255,255
1099,5.68434e-14,255,255
1103,5.68434e-14,255,255
1107,5.68434e-14,255,255
1110,5.68434e-14,255,255
1114,5.68434e-14,255,255
1118,5.68434e-14,255,255
1122,5.68434e-14,255,255
1126,5.68434e-14,255,255
1129,5.68434e-14,255,255
1133,5.68434e-14,255,255
1137,5.68434e-14,255,255
1141,5.68434e-14,255,255
1144,5.68434e-14,255,255
1148,5.68434e-14,255,255
1152,5.68434e-14,255,255
1156,5.68434e-14,255,255
1160,5.68434e-14,255,255
1164,5.68434e-14,255,255
1167,5.68434e-14,255,255
1171,5.68434e-14,255,255
1175,5.68434e-14,255,255
1179,5.68434e-14,255,255
1182,5.68434e-14,255,255
1186,5.68434e-14,255,255
1190,5.68434e-14,255,255
1194,5.68434e-14,255,255
1198,5.68434e-14,255,255
1202,5.68434e-14,255,255
1205,5.68434e-14,255,255
1208,5.68434e-14,255,255
1212,5.68434e-14,255,255
1216,5.68434e-14,255,255
1220,5.68434e-14,255,255
1223,5.68434e-14,255,255
1227,5.68434e-14,255,255
1231,5.68434e-14,255,255
1235,5.68434e-14,255,255
1238,5.68434e-14,255,255
1242,5.68434e-14,255,255
1246,5.68434e-14,255,255
1250,5.68434e-14,255,255
1254,5.68434e-14,255,255
1257,5.68434e-14,255,255
1261,5.68434e-14,255,255
1265,5.68434e-14,255,255
1269,5.68434e-14,255,255
1273,5.68434e-14,255,255
1277,5.68434e-14,255,255
1281,5.68434e-14,255,255
1285,5.68434e-14,255,255
1289,5.68434e-14,255,255
1293,5.68434e-14,255,255
1297,5.68434e-14,255,255
1300,5.68434e-14,255,255
1304,5.68434e-14,255,255
1308,5.68434e-14,255,255
1312,5.68434e-14,255,255
1316,5.68434e-14,255,255
1319,5.68434e-14,255,255
1323,5.68434e-14,255,255
1327,5.68434e-14,255,255
1331,5.68434e-14,255,255
1335,5.68434e-14,255,255
1339,5.68434e-14,255,255
1343,5.68434e-14,255,255
1347,5.68434e-14,255,255
1351,5.68434e-14,255,255
1355,5.68434e-14,255,255
1359,5.68434e-14,255,255
1362,5.68434e-14,255,255
1366,5.68434e-14,255,255
1370,5.68434e-14,255,255
1374,5.68434e-14,255,255
1378,5.68434e-14,255,255
1382,5.68434e-14,255,255
1386,5.68434e-14,255,255
1390,5.68434e-14,255,255
1394,5.68434e-14,255,255
1398,5.68434e-14,255,255
1402,5.68434e-14,255,255
1406,5.68434e-14,255,255
1410,5.68434e-14,255,255
1414,5.68434e-14,255,255
1418,5.68434e-14,255,255
1422,5.68434e-14,255,255
1426,5.68434e-14,255,255
1430,5.68434e-14,255,255
1434,5.68434e-14,255,255
1438,5.68434e-14,255,255
1441,5.68434e-14,255,255
1445,5.68434e-14,255,255
1449,5.68434e-14,255,255
1453,5.68434e-14,255,255
1458,5.68434e-14,255,255
1462,5.68434e-14,255,255
1466,5.68434e-14,255,255
1470,5.68434e-14,255,255
1474,5.68434e-14,255,255
1478,5.68434e-14,255,255
1482,5.68434e-14,255,255
1486,5.68434e-14,255,255
1490,5.68434e-14,255,255
1494,5.68434e-14,255,255
1498,5.68434e-14,255,255
1502,5.68434e-14,255,255
1506,5.68434e-14,255,255
1510,5.68434e-14,255,255
1514,5.68434e-14,255,255
1518,5.68434e-14,255,255
1521,5.68434e-14,255,255
1525,5.68434e-14,255,255
1529,5.68434e-14,255,255
1533,5.68434e-14,255,255
1537,5.68434e-14,255,255
1541,5.68434e-14,255,255
1545,5.68434e-14,255,255
1549,5.68434e-14,255,255
1553,5.68434e-14,255,255
1556,5.68434e-14,255,255
1560,5.68434e-14,255,255
1564,5.68434e-14,255,255
1568,5.68434e-14,255,255
1571,5.68434e-14,255,255
1575,5.68434e-14,255,255
1579,5.68434e-14,255,255
1583,5.68434e-14,255,255
1587,5.68434e-14,255,255
1591,5.68434e-14,255,255
1595,5.68434e-14,255,255
1599,5.68434e-14,255,255
1603,5.68434e-14,255,255
1607,5.68434e-14,255,255
1611,5.68434e-14,255,255
1615,5.68434e-14,255,255
1619,5.68434e-14,255,255
1623,5.68434e-14,255,255
1627,5.68434e-14,255,255
1631,5.68434e-14,255,255
1635,5.68434e-14,255,255
1639,5.68434e-14,255,255
1643,5.68434e-14,255,255
1646,5.68434e-14,255,255
1650,5.68434e-14,255,255
1654,5.68434e-14,255,255
1658,5.68434e-14,255,255
1662,5.68434e-14,255,255
1666,5.68434e-14,255,255
1670,5.68434e-14,255,255
1674,5.68434e-14,255,255
1678,5.68434e-14,255,255
1681,5.68434e-14,255,255
1685,5.68434e-14,255,255
1689,5.68434e-14,255,255
1693,5.68434e-14,255,255
1697,5.68434e-14,255,255
1700,5.68434e-14,255,255
1704,5.68434e-14,255,255
1708,5.68434e-14,255,255
1712,5.68434e-14,255,255
1715,5.68434e-14,255,255
1719,5.68434e-14,255,255
1723,5.68434e-14,255,255
1727,5.68434e-14,255,255
1731,5.68434e-14,255,255
1735,5.68434e-14,255,255
1738,5.68434e-14,255,255
1742,5.68434e-14,255,255
1746,5.68434e-14,255,255
1750,5.68434e-14,255,255
1753,5.68434e-14,255,255
1757,5.68434e-14,255,255
1761,5.68434e-14,255,255
1765,5.68434e-14,255,255
1769,5.68434e-14,255,255
1773,5.68434e-14,255,255
1777,5.68434e-14,255,255
1781,5.68434e-14,255,255
1785,5.68434e-14,255,255
1789,5.68434e-14,255,255
1793,5.68434e-14,255,255
1797,5.68434e-14,255,255
1801,5.68434e-14,255,255
1804,5.68434e-14,255,255
1807,5.68434e-14,255,255
1811,5.68434e-14,255,255
1815,5.68434e-14,255,255
1818,5.68434e-14,255,255
1822,5.68434e-14,255,255
1826,5.68434e-14,255,255
1830,5.68434e-14,255,255
1834,5.68434e-14,255,255
1837,5.68434e-14,255,255
1841,5.68434e-14,255,255
1845,5.68434e-14,255,255
1849,5.68434e-14,255,255
1853,5.68434e-14,255,255
1857,5.68434e-14,255,255
1860,5.68434e-14,255,255
1864,5.68434e-14,255,255
1868,5.68434e-14,255,255
1872,5.68434e-14,255,255
1875,5.68434e-14,255,255
1879,5.68434e-14,255,255
1883,5.68434e-14,255,255
1887,5.68434e-14,255,255
1891,5.68434e-14,255,255
1895,5.68434e-14,255,255
1898,5.68434e-14,255,255
1902,5.68434e-14,255,255
1906,5.68434e-14,255,255
1908,5.68434e-14,255,255
1912,5.68434e-14,255,255
1916,5.68434e-14,255,255
1920,5.68434e-14,255,255
1924,5.68434e-14,255,255
1927,5.68434e-14,255,255
1931,5.68434e-14,255,255
1935,5.68434e-14,255,255
1939,5.68434e-14,255,255
1942,5.68434e-14,255,255
1946,5.68434e-14,255,255
1950,5.68434e-14,255,255
1954,5.68434e-14,255,255
1957,5.68434e-14,255,255
1961,5.68434e-14,255,255
1965,5.68434e-14,255,255
1969,5.68434e-14,255,255
1972,5.68434e-14,255,255
1976,5.68434e-14,255,255
1980,5.68434e-14,255,255
1984,5.68434e-14,255,255
1987,5.68434e-14,255,255
1991,5.68434e-14,255,255
1995,5.68434e-14,255,255
1999,5.68434e-14,255,255
2003,5.68434e-14,255,255
2007,5.68434e-14,255,255
2010,5.68434e-14,255,255
2014,5.68434e-14,255,255
2018,5.68434e-14,255,255
2021,5.68434e-14,255,255
2025,5.68434e-14,255,255
2028,5.68434e-14,255,255
2031,5.68434e-14,255,255
2035,5.68434e-14,255,255
2040,5.68434e-14,255,255
2043,5.68434e-14,255,255
2047,5.68434e-14,255,255
2050,5.68434e-14,255,255
2054,5.68434e-14,255,255
2058,5.68434e-14,255,255
2062,5.68434e-14,255,255
2066,5.68434e-14,255,255
2070,5.68434e-14,255,255
2073,5.68434e-14,255,255
2077,5.68434e-14,255,255
2081,5.68434e-14,255,255
2085,5.68434e-14,255,255
2089,5.68434e-14,255,255
2093,5.68434e-14,255,255
2097,5.68434e-14,255,255
2101,5.68434e-14,255,255
2105,5.68434e-14,255,255
2108,5.68434e-14,255,255
2112,5.68434e-14,255,255
2116,5.68434e-14,255,255
2120,5.68434e-14,255,255
2124,5.68434e-14,255,255
2128,5.68434e-14,255,255
2132,5.68434e-14,255,255
2136,5.68434e-14,255,255
2139,5.68434e-14,255,255
2143,5.68434e-14,255,255
2147,5.68434e-14,255,255
2151,5.68434e-14,255,255
2155,5.68434e-14,255,255
2159,5.68434e-14,255,255
2163,5.68434e-14,255,255
2166,5.68434e-14,255,255
2170,5.68434e-14,255,255
2174,5.68434e-14,255,255
2178,5.68434e-14,255,255
2182,5.68434e-14,255,255
2186,5.68434e-14,255,255
2190,5.68434e-14,255,255
2194,5.68434e-14,255,255
2198,5.68434e-14,255,255
2201,5.68434e-14,255,255
2205,5.68434e-14,255,255
2209,5.68434e-14,255,255
2213,5.68434e-14,255,255
2217,5.68434e-14,255,255
2221,5.68434e-14,255,255
2224,5.68434e-14,255,255
2227,5.68434e-14,255,255
2231,5.68434e-14,255,255
2235,5.68434e-14,255,255
2239,5.68434e-14,255,255
2243,5.68434e-14,255,255
2247,5.68434e-14,255,255
2251,5.68434e-14,255,255
2255,5.68434e-14,255,255
2259,5.68434e-14,255,255
2263,5.68434e-14,255,255
2267,5.68434e-14,255,255
2271,5.68434e-14,255,255
2274,5.68434e-14,255,255
2278,5.68434e-14,255,255
2282,5.68434e-14,255,255
2286,5.68434e-14,255,255
2290,5.68434e-14,255,255
2294,5.68434e-14,255,255
2298,5.68434e-14,255,255
2302,5.68434e-14,255,255
2306,5.68434e-14,255,255
2310,5.68434e-14,255,255
2314,5.68434e-14,255,255
2317,5.68434e-14,255,255
2321,5.68434e-14,255,255
2325,5.68434e-14,255,255
2329,5.68434e-14,255,255
2333,5.68434e-14,255,255
2337,5.68434e-14,255,255
2341,5.68434e-14,255,255
2345,5.68434e-14,255,255
2348,5.68434e-14,255,255
2352,5.68434e-14,255,255
2356,5.68434e-14,255,255
2360,5.68434e-14,255,255
2364,5.68434e-14,255,255
2367,5.68434e-14,255,255
2371,5.68434e-14,255,255
2375,5.68434e-14,255,255
2379,5.68434e-14,255,255
2382,5.68434e-14,255,255
2386,5.68434e-14,255,255
2390,5.68434e-14,255,255
2394,5.68434e-14,255,255
2398,5.68434e-14,255,255
2402,5.68434e-14,255,255
2406,5.68434e-14,255,255
2410,5.68434e-14,255,255
2414,5.68434e-14,255,255
2416,5.68434e-14,255,255
2420,5.68434e-14,255,255
2424,5.68434e-14,255,255
2428,5.68434e-14,255,255
2432,5.68434e-14,255,255
2436,5.68434e-14,255,255
2440,5.68434e-14,255,255
2444,5.68434e-14,255,255
2448,5.68434e-14,255,255
2452,5.68434e-14,255,255
2455,5.68434e-14,255,255
2459,5.68434e-14,255,255
2463,5.68434e-14,255,255
2467,5.68434e-14,255,255
2471,5.68434e-14,255,255
2475,5.68434e-14,255,255
2479,5.68434e-14,255,255
2483,5.68434e-14,255,255
2487,5.68434e-14,255,255
2491,5.68434e-14,255,255
2495,5.68434e-14,255,255
2499,5.68434e-14,255,255
2502,5.68434e-14,255,255
2506,5.68434e-14,255,255
2510,5.68434e-14,255,255
2514,5.68434e-14,255,255
2518,5.68434e-14,255,255
2522,5.68434e-14,255,255
2526,5.68434e-14,255,255
2530,5.68434e-14,255,255
2533,5.68434e-14,255,255
2537,5.68434e-14,255,255
2541,5.68434e-14,255,255
2545,5.68434e-14,255,255
2549,5.68434e-14,255,255
2553,5.68434e-14,255,255
2557,5.68434e-14,255,255
2561,5.68434e-14,255,255
2565,5.68434e-14,255,255
2568,5.68434e-14,255,255
2572,5.68434e-14,255,255
2576,5.68434e-14,255,255
2580,5.68434e-14,255,255
2584,5.68434e-14,255,255
2588,5.68434e-14,255,255
2592,5.68434e-14,255,255
2596,5.68434e-14,255,255
2599,5.68434e-14,255,255
2603,5.68434e-14,255,255
2607,5.68434e-14,255,255
2611,5.68434e-14,255,255
2615,5.68434e-14,255,255
2619,5.68434e-14,255,255
2623,5.68434e-14,255,255
2627,5.68434e-14,255,255
2630,5.68434e-14,255,255
2634,5.68434e-14,255,255
2638,5.68434e-14,255,255
2642,5.68434e-14,255,255
2646,5.68434e-14,255,255
2650,5.68434e-14,255,255
2654,5.68434e-14,255,255
2658,5.68434e-14,255,255
2661,5.68434e-14,255,255
2665,5.68434e-14,255,255
2669,5.68434e-14,255,255
2673,5.68434e-14,255,255
2677,5.68434e-14,255,255
2681,5.68434e-14,255,255
2685,5.68434e-14,255,255
2689,5.68434e-14,255,255
2692,5.68434e-14,255,255
2696,5.68434e-14,255,255
2700,5.68434e-14,255,255
2704,5.68434e-14,255,255
2708,5.68434e-14,255,255
2712,5.68434e-14,255,255
2716,5.68434e-14,255,255
2720,5.68434e-14,255,255
2723,5.68434e-14,255,255
2727,5.68434e-14,255,255
2731,5.68434e-14,255,255
2735,5.68434e-14,255,255
2739,5.68434e-14,255,255
2743,5.68434e-14,255,255
2747,5.68434e-14,255,255
2751,5.68434e-14,255,255
2754,5.68434e-14,255,255
2758,5.68434e-14,255,255
2762,5.68434e-14,255,255
2766,5.68434e-14,255,255
2770,5.68434e-14,255,255
2774,5.68434e-14,255,255
2778,5.68434e-14,255,255
2782,5.68434e-14,255,255
2785,5.68434e-14,255,255
2789,5.68434e-14,255,255
2793,5.68434e-14,255,255
2797,5.68434e-14,255,255
2801,5.68434e-14,255,255
2805,5.68434e-14,255,255
2809,5.68434e-14,255,255
2813,5.68434e-14,255,255
2817,5.68434e-14,255,255
2821,5.68434e-14,255,255
2825,5.68434e-14,255,255
2829,5.68434e-14,255,255
2831,5.68434e-14,255,255
2835,5.68434e-14,255,255
2839,5.68434e-14,255,255
2843,5.68434e-14,255,255
2847,5.68434e-14,255,255
2851,5.68434e-14,255,255
2855,5.68434e-14,255,255
2859,5.68434e-14,255,255
2863,5.68434e-14,255,255
2867,5.68434e-14,255,255
2871,5.68434e-14,255,255
2875,5.68434e-14,255,255
2879,5.68434e-14,255,255
2883,5.68434e-14,255,255
2887,5.68434e-14,255,255
2891,5.68434e-14,255,255
2895,5.68434e-14,255,255
2898,5.68434e-14,255,255
2902,5.68434e-14,255,255
2906,5.68434e-14,255,255
2908,5.68434e-14,255,255
2912,5.68434e-14,255,255
2916,5.68434e-14,255,255
2920,5.68434e-14,255,255
2924,5.68434e-14,255,255
2928,5.68434e-14,255,255
2932,5.68434e-14,255,255
2935,5.68434e-14,255,255
2939,5.68434e-14,255,255
2942,5.68434e-14,255,255
2946,5.68434e-14,255,255
2950,5.68434e-14,255,255
2954,5.68434e-14,255,255
2958,5.68434e-14,255,255
2962,5.68434e-14,255,255
2966,5.68434e-14,255,255
2970,5.68434e-14,255,255
2974,5.68434e-14,255,255
2978,5.68434e-14,255,255
2982,5.68434e-14,255,255
2986,5.68434e-14,255,255
2990,5.68434e-14,255,255
2994,5.68434e-14,255,255
2998,5.68434e-14,255,255
3002,5.68434e-14,255,255
3006,5.68434e-14,255,255
3010,5.68434e-14,255,255
3014,5.68434e-14,255,255
3018,5.68434e-14,255,255
3022,5.68434e-14,255,255
3026,5.68434e-14,255,255
3030,5.68434e-14,255,255
3034,5.68434e-14,255,255
3038,5.68434e-14,255,255
3042,5.68434e-14,255,255
3046,5.68434e-14,255,255
3050,5.68434e-14,255,255
3054,5.68434e-14,255,255
3058,5.68434e-14,255,255
3062,5.68434e-14,255,255
3066,5.68434e-14,255,255
3070,5.68434e-14,255,255
3074,5.68434e-14,255,255
3078,5.68434e-14,255,255
3081,5.68434e-14,255,255
3085,5.68434e-14,255,255
3089,5.68434e-14,255,255
3093,5.68434e-14,255,255
3097,5.68434e-14,255,255
3101,5.68434e-14,255,255
3105,5.68434e-14,255,255
3109,5.68434e-14,255,255
3113,5.68434e-14,255,255
3117,5.68434e-14,255,255
3121,5.68434e-14,255,255
3125,5.68434e-14,255,255
3129,5.68434e-14,255,255
3133,5.68434e-14,255,255
3137,5.68434e-14,255,255
3140,5.68434e-14,255,255
3144,5.68434e-14,255,255
3148,5.68434e-14,255,255
3152,5.68434e-14,255,255
3156,5.68434e-14,255,255
3160,5.68434e-14,255,255
3164,5.68434e-14,255,255
3168,5.68434e-14,255,255
3172,5.68434e-14,255,255
3176,5.68434e-14,255,255
3180,5.68434e-14,255,255
3184,5.68434e-14,255,255
3188,5.68434e-14,255,255
3192,5.68434e-14,255,255
3196,5.68434e-14,255,255
3199,5.68434e-14,255,255
3203,5.68434e-14,255,255
3207,5.68434e-14,255,255
3211,5.68434e-14,255,255
3215,5.68434e-14,255,255
3219,5.68434e-14,255,255
3223,5.68434e-14,255,255
3227,5.68434e-14,255,255
3231,5.68434e-14,255,255
3235,5.68434e-14,255,255
3239,5.68434e-14,255,255
3243,5.68434e-14,255,255
3247,5.68434e-14,255,255
3251,5.68434e-14,255,255
3255,5.68434e-14,255,255
3259,5.68434e-14,255,255
3263,5.68434e-14,255,255
3267,5.68434e-14,255,255
3271,5.68434e-14,255,255
3274,5.68434e-14,255,255
3278,5.68434e-14,255,255
3282,5.68434e-14,255,255
3286,5.68434e-14,255,255
3290,5.68434e-14,255,255
3294,5.68434e-14,255,255
3298,5.68434e-14,255,255
3302,5.68434e-14,255,255
3306,5.68434e-14,255,255
3310,5.68434e-14,255,255
3314,5.68434e-14,255,255
3318,5.68434e-14,255,255
3322,5.68434e-14,255,255
3326,5.68434e-14,255,255
3330,5.68434e-14,255,255
3334,5.68434e-14,255,255
3338,5.68434e-14,255,255
3342,5.68434e-14,255,255
3346,5.68434e-14,255,255
3350,5.68434e-14,255,255
3354,5.68434e-14,255,255
3358,5.68434e-14,255,255
3362,5.68434e-14,255,255
3366,5.68434e-14,255,255
3370,5.68434e-14,255,255
3374,5.68434e-14,255,255
3378,5.68434e-14,255,255
3382,5.68434e-14,255,255
3386,5.68434e-14,255,255
3390,5.68434e-14,255,255
3394,5.68434e-14,255,255
3398,5.68434e-14,255,255
3402,5.68434e-14,255,255
3406,5.68434e-14,255,255
3410,5.68434e-14,255,255
3414,5.68434e-14,255,255
3418,5.68434e-14,255,255
3422,5.68434e-14,255,255
3426,5.68434e-14,255,255
3430,5.68434e-14,255,255
3434,5.68434e-14,255,255
3438,5.68434e-14,255,255
3442,5.68434e-14,255,255
3446,5.68434e-14,255,255
3451,5.68434e-14,255,255
3455,5.68434e-14,255,255
3459,5.68434e-14,255,255
3463,5.68434e-14,255,255
3467,5.68434e-14,255,255
3471,5.68434e-14,255,255
3475,5.68434e-14,255,255
3478,5.68434e-14,255,255
3482,5.68434e-14,255,255
3486,5.68434e-14,255,255
3490,5.68434e-14,255,255
3494,5.68434e-14,255,255
3498,5.68434e-14,255,255
3502,5.68434e-14,255,255
3506,5.68434e-14,255,255
3510,5.68434e-14,255,255
3514,5.68434e-14,255,255
3518,5.68434e-14,255,255
3522,5.68434e-14,255,255
3526,5.68434e-14,255,255
3530,5.68434e-14,255,255
3534,5.68434e-14,255,255
3538,5.68434e-14,255,255
3542,5.68434e-14,255,255
3546,5.68434e-14,255,255
3550,5.68434e-14,255,255
3554,5.68434e-14,255,255
3558,5.68434e-14,255,255
3562,5.68434e-14,255,255
3566,5.68434e-14,255,255
3570,5.68434e-14,255,255
3574,5.68434e-14,255,255
3578,5.68434e-14,255,255
3582,5.68434e-14,255,255
3586,5.68434e-14,255,255
3590,5.68434e-14,255,255
3594,5.68434e-14,255,255
3598,5.68434e-14,255,255
3602,5.68434e-14,255,255
3606,5.68434e-14,255,255
3610,5.68434e-14,255,255
3614,5.68434e-14,255,255
3618,5.68434e-14,255,255
3622,5.68434e-14,255,255
3626,5.68434e-14,255,255
3630,5.68434e-14,255,255
3634,5.68434e-14,255,255
3638,5.68434e-14,255,255
3642,5.68434e-14,255,255
3646,5.68434e-14,255,255
3650,5.68434e-14,255,255
